,class
22126,e
6748,e
43177,p
56392,p
20956,p
38999,p
11425,e
39757,p
27042,e
14338,e
28895,p
35452,p
43459,e
18827,e
38964,p
51810,e
59140,p
54747,e
45481,e
19279,p
53814,p
60720,p
30330,p
11140,p
10096,p
27565,p
42258,e
19061,e
12139,p
47326,p
36564,p
7278,p
47953,p
28440,p
48336,p
33437,p
9700,p
45063,p
10637,p
8916,p
26537,p
33427,p
30538,e
55875,e
56117,e
21637,e
50451,p
50907,p
3189,e
42333,e
16666,e
28652,p
41909,p
50698,e
33137,p
34319,p
27766,p
58822,p
2170,p
37540,p
59293,p
1223,e
34962,e
35212,e
22598,p
30872,p
16906,e
54498,e
2998,e
12112,p
52713,e
44125,p
41579,p
36290,e
43762,e
40879,p
32766,p
34260,p
29105,p
47511,p
59675,p
37288,p
39823,p
48725,e
44864,p
42596,e
23302,p
35003,e
40723,p
44881,p
26388,e
7567,p
47587,p
48794,e
10377,e
60116,p
20443,e
44859,p
45076,p
58177,p
46163,e
6058,p
26701,p
59168,p
39154,p
673,p
35683,p
21557,e
4101,p
33501,p
1451,p
5748,e
3018,e
13264,p
47061,p
31468,e
45824,e
25571,p
7053,e
26434,e
21276,e
53774,p
41567,p
52036,e
50017,p
54470,e
15648,p
18383,p
1563,p
48108,p
23664,p
59216,p
58729,p
39523,p
33614,e
12328,p
15917,e
33315,p
14918,e
30801,p
43485,e
27228,p
40968,p
4171,p
18748,e
53720,p
34581,p
58162,p
49974,p
52202,e
46695,e
9222,e
38114,p
51719,e
10299,e
58078,p
14706,e
26555,p
51055,p
16422,e
17949,e
38077,p
43854,e
51131,p
15807,p
59617,p
24882,e
49298,e
54625,e
37529,p
50389,p
40361,p
27690,p
41486,p
36485,p
17653,e
12864,p
9569,p
38031,p
28923,p
34483,p
35179,e
18806,e
49296,e
13342,p
59865,p
24458,e
14098,p
41517,p
35708,p
29299,p
45374,e
47167,p
42799,e
38265,p
45763,e
36319,e
15283,e
42222,e
5230,e
608,p
61033,p
51546,e
29213,p
10700,p
18155,e
60597,e
48689,e
28161,p
55827,e
38195,p
24564,e
17031,p
24239,e
49022,e
22319,e
32591,p
42394,e
50955,p
2273,p
42443,e
55745,e
28541,p
44775,p
46363,e
12345,p
4231,p
52434,e
29978,e
8954,p
60386,e
19350,p
15725,p
59208,p
20940,p
50288,p
10662,p
322,p
36041,e
60507,e
29598,p
36982,p
20654,e
42171,e
58472,e
49530,e
14311,e
15701,p
42824,e
30026,p
40080,p
1432,p
48216,p
7611,p
28883,p
37260,p
49415,e
33819,e
60167,p
5069,e
27474,p
23209,p
30905,p
42466,e
39093,p
36162,e
41508,p
16529,e
2885,e
31232,e
14095,p
22882,p
3618,p
11665,e
44023,e
35109,e
26190,e
15256,e
55707,e
58188,p
51098,p
11339,e
52309,e
47786,p
55764,e
5726,e
31816,p
60373,e
54345,p
34117,p
6027,p
39650,p
53522,p
39013,p
37882,p
37307,p
41174,p
30342,p
1627,p
35187,e
38856,p
7592,p
22112,e
5520,e
54350,p
19081,p
21267,e
43451,e
52137,e
56641,p
21494,e
15015,e
5924,e
21623,e
51789,e
19112,p
56822,p
44383,p
17610,e
60713,e
50011,p
5937,e
12478,e
59397,p
55100,e
52896,e
42317,e
19606,p
52747,e
11223,p
42349,e
58285,e
25084,e
33015,p
60307,p
10908,p
20193,e
44251,p
35530,p
58040,p
30784,p
12655,e
19201,p
41978,p
58668,p
33963,p
12560,e
19969,p
18666,p
45145,p
34996,e
60556,e
43688,e
54586,e
47175,p
41616,p
29547,p
34822,p
26056,p
13686,p
49914,p
11524,e
40972,p
7331,p
6930,e
26947,e
5611,e
56857,e
10037,p
15809,p
8697,e
43260,p
48048,p
20,p
33649,e
33657,e
43106,p
46320,e
19159,p
52630,e
31713,e
1248,e
51218,e
8896,p
26932,e
47432,p
43579,e
3822,p
31218,e
20932,p
53237,e
37689,p
5348,e
46642,e
50608,e
55180,e
2508,e
51325,e
41450,p
34671,p
37432,p
57774,p
29077,p
34506,p
16499,e
9281,e
11181,p
15490,e
4060,p
58504,e
40248,p
26645,p
54845,e
21919,e
14448,e
863,p
27624,p
19861,p
58143,p
29361,p
53735,p
53128,e
36493,p
38429,p
2594,e
16312,e
31590,e
54440,e
48046,p
20855,p
46890,e
8928,p
56842,e
39929,p
2486,e
20077,p
47271,p
34693,p
13055,p
37192,p
49155,e
11821,e
14939,e
12362,e
14743,e
59258,p
28150,p
1871,e
39341,p
34621,p
37506,p
24240,e
32713,p
16034,e
32985,p
56466,p
58852,p
45167,p
34064,p
47342,p
23074,p
5453,e
171,p
2043,e
52388,e
45683,e
59523,p
9022,p
16158,e
52175,e
55067,e
20567,e
49302,e
28588,p
5964,e
10917,p
39301,p
11443,e
42579,e
41079,p
11169,p
47502,p
5712,e
893,p
59958,p
39421,p
53011,e
14062,p
21800,e
45816,e
12670,e
58201,p
45175,p
54387,e
17857,e
36849,p
35137,e
19813,p
48226,p
12493,e
54371,e
47672,p
44174,p
5068,e
11980,e
17479,e
43888,e
49610,e
6548,e
37182,p
16967,p
58778,p
48295,p
19197,p
52983,e
7006,e
52207,e
2299,p
23290,p
26476,p
11392,e
42039,e
29381,p
31867,p
28055,p
9141,p
4774,e
1222,e
60855,p
51502,e
21625,e
15165,e
56152,p
53319,p
53925,p
23296,p
7683,p
37145,p
1032,p
1,p
38312,p
11222,p
32655,p
54504,e
29946,e
324,p
28821,p
40990,p
28370,p
46756,e
45468,e
24434,e
53523,p
46827,e
55479,e
4272,e
54520,e
6924,e
31113,e
9748,p
5616,e
13407,p
43691,e
27363,p
32681,p
22488,e
50161,p
24203,e
19533,p
3389,e
41345,p
38504,p
57739,p
14776,e
30910,p
21217,e
31932,p
6873,e
3736,p
9929,p
31739,e
29823,e
4391,e
22648,p
52613,e
8198,p
26438,e
48256,p
8335,p
60902,p
2993,e
13510,p
48140,p
70,p
38148,p
36602,p
5113,e
11355,e
2285,p
6875,e
7796,p
35192,e
43445,e
20636,e
40478,p
15722,p
18057,e
26494,p
1379,e
1099,e
16885,e
46420,e
25368,e
30317,p
59346,p
39619,p
33124,p
22417,e
29802,e
51526,e
3746,p
42451,e
38325,p
56000,e
54291,p
51336,e
33070,p
9644,p
18527,p
20395,e
38700,p
32579,p
56543,p
41657,p
31020,p
30984,p
45844,e
27358,p
58135,p
6970,e
58665,p
49768,e
16251,e
17513,e
15810,p
12718,p
32422,p
41724,p
31341,e
20871,p
19488,p
58563,e
46237,e
42985,e
45848,e
34063,p
40131,p
51183,p
54127,p
37598,p
16171,e
46150,e
46956,p
40877,p
17390,e
45461,e
22259,e
27296,p
49955,p
14883,e
18208,e
43507,e
44771,p
169,p
24139,e
25600,p
8694,e
38953,p
20665,e
35972,p
19232,p
31982,p
12086,p
15315,e
22804,p
24213,e
38676,p
48413,e
51972,e
58701,p
380,p
15765,p
42593,e
51723,e
33334,p
58986,p
45812,e
56677,p
7551,p
7026,e
50150,p
14342,e
48749,e
8256,p
15526,e
49243,e
55753,e
32013,p
27688,p
23585,p
18265,e
51246,e
46178,e
52055,e
49520,e
12368,e
51442,e
32222,p
21344,e
9896,p
58377,e
44615,p
54840,e
45108,p
15268,e
388,p
44175,p
59878,p
30636,e
60758,p
31732,e
58704,p
8970,p
7726,p
11461,e
31887,p
59127,p
20453,e
34468,p
32327,p
39482,p
24008,e
18785,e
39134,p
10726,p
10625,p
53543,p
52477,e
34232,p
794,p
33887,e
34665,p
5101,e
37805,p
50385,p
38445,p
28291,p
41433,p
22246,e
28325,p
508,p
11157,p
30108,p
32715,p
54364,e
35893,p
56571,p
57546,p
31249,e
12765,p
11881,e
54623,e
43917,e
28336,p
47778,p
42665,e
45512,e
7940,p
14145,e
34626,p
11365,e
16169,e
7274,p
30726,p
57059,e
35631,p
13127,p
58810,p
42400,e
30170,p
18338,e
8834,p
18025,e
37212,p
39186,p
37813,p
33499,p
41004,p
39135,p
1772,e
8163,p
8669,e
4166,p
9450,e
10410,e
16563,e
39258,p
59221,p
24896,e
28585,p
14064,p
25206,e
44302,p
57472,p
16794,e
52459,e
583,p
33212,p
9068,p
1022,p
1288,e
51563,e
10703,p
2620,e
23835,p
25660,p
12280,p
31902,p
34157,p
57005,e
604,p
1644,p
14533,e
19816,p
41862,p
51164,p
29371,p
50549,e
33987,p
32363,p
14277,e
32827,p
59394,p
53805,p
35547,p
34182,p
33630,e
38521,p
45620,e
20116,p
45667,e
26667,p
54792,e
6953,e
14205,e
17902,e
3537,p
10721,p
25914,p
8128,p
54605,e
16365,e
7522,p
5969,e
50055,p
53863,p
7087,p
39875,p
22397,e
20346,e
352,p
56428,p
34565,p
38358,p
11269,p
43510,e
18488,p
45721,e
24752,e
30961,p
26779,p
15023,e
49702,e
2920,e
59262,p
55300,e
14513,e
15853,p
25985,p
40266,p
43081,p
10680,p
6151,p
38551,p
35542,p
48449,e
24295,e
46282,e
35537,p
21934,e
41398,p
40247,p
7759,p
45156,p
37428,p
16675,e
16617,e
9853,p
40473,p
37266,p
52048,e
60990,p
13886,p
10329,e
39424,p
459,p
30854,p
11210,p
18160,e
28093,p
57566,p
60474,e
40179,p
26377,e
39664,p
32566,p
415,p
2815,e
5426,e
8280,p
8434,p
17531,e
29811,e
35847,p
59926,p
8440,p
26267,e
55422,e
54422,e
47521,p
8656,e
59592,p
20998,p
19218,p
53209,e
28852,p
34342,p
48760,e
28910,p
14892,e
57945,p
30622,e
9093,p
30964,p
35778,p
12554,e
50090,p
17212,p
1873,e
8709,e
12117,p
17927,e
33505,p
32494,p
4294,e
37371,p
38183,p
45607,e
14563,e
41847,p
31525,e
33913,p
59714,p
21298,e
36883,p
5206,e
40541,p
2826,e
19700,p
42273,e
1757,p
42655,e
50821,e
43063,e
58115,p
3451,e
54089,p
11338,e
29025,p
28467,p
38634,p
15128,e
46919,e
20479,e
26011,p
26760,p
137,p
14762,e
21369,e
7171,p
38443,p
12613,e
55564,e
34123,p
29990,e
53,p
26182,e
60192,p
6304,p
55578,e
17035,p
1047,p
21228,e
2820,e
60439,e
14787,e
29872,e
21668,e
53070,e
35132,e
10196,p
12963,p
13852,p
53309,p
1256,e
53066,e
35570,p
22040,e
35754,p
16727,e
50222,p
48176,p
49952,p
43257,p
1057,p
18422,p
9765,p
7256,p
47081,p
37487,p
6188,p
46513,e
16892,e
33635,e
5885,e
60647,e
29688,e
46905,e
22304,e
40804,p
38526,p
50405,p
28218,p
6967,e
15849,p
25570,p
9087,p
50769,e
24730,e
186,p
40292,p
2270,p
24162,e
31859,p
57143,e
48651,e
49325,e
11768,e
52757,e
46746,e
24382,e
6077,p
31937,p
59918,p
15661,p
25358,e
57408,p
11888,e
28893,p
18700,p
11608,e
59484,p
21882,e
55226,e
54928,e
12806,p
24629,e
43681,e
51225,e
22893,p
57610,p
35290,e
11476,e
25621,p
9282,e
44626,p
25788,p
54621,e
21512,e
7569,p
3324,e
35947,p
189,p
47659,p
7462,p
30545,e
47249,p
36102,e
10757,p
53184,e
16249,e
48303,p
33161,p
38126,p
56514,p
42358,e
38620,p
2783,e
20179,e
11903,e
37285,p
23895,p
5147,e
51320,e
1982,e
53105,e
29624,p
54892,e
10816,p
55945,e
58950,p
198,p
55255,e
17521,e
21193,e
7099,p
40119,p
11607,e
23334,p
44442,p
49943,p
15050,e
44224,p
54758,e
32851,p
50453,p
5778,e
20064,p
48245,p
47657,p
37286,p
35799,p
55166,e
55762,e
47470,p
38087,p
38646,p
59907,p
54052,p
36575,p
22020,e
54617,e
11832,e
21393,e
59020,p
4724,e
51402,e
43613,e
41572,p
23353,p
33617,e
3863,p
37046,p
15551,p
60424,e
35581,p
18803,e
48945,e
32359,p
49438,e
35022,e
11429,e
52325,e
30252,p
20845,p
11995,e
4244,e
22183,e
20409,e
5820,e
17820,e
14620,e
34032,p
44647,p
51588,e
60931,p
15834,p
906,p
49163,e
14043,p
46380,e
9366,e
58491,e
43199,p
31840,p
45120,p
34056,p
44715,p
11072,p
39447,p
59107,p
55824,e
12576,e
38932,p
52062,e
22015,e
48293,p
58885,p
16093,e
10792,p
56577,p
11281,p
1922,e
38990,p
23894,p
15402,e
48224,p
12105,p
19525,p
40393,p
36468,p
58670,p
50426,p
50051,p
21971,e
57105,e
18763,e
57794,p
27974,p
17790,e
21335,e
45979,e
25325,e
36405,p
23430,p
51931,e
4303,e
38889,p
29643,p
369,p
59652,p
55651,e
35583,p
13616,p
33845,e
20623,e
23968,p
47807,p
18593,p
8488,e
35635,p
7900,p
54260,p
9471,e
51040,p
32969,p
8639,e
40479,p
53648,p
30296,p
42854,e
57706,p
49916,p
153,p
59731,p
24359,e
3461,e
25482,p
31834,p
60489,e
45483,e
42640,e
24778,e
37479,p
45386,e
18608,p
55668,e
25666,p
58949,p
54834,e
44567,p
19200,p
34739,p
3150,e
15356,e
30551,e
57127,e
35508,p
8625,e
8775,e
41128,p
20904,p
60468,e
20291,e
12196,p
52442,e
27708,p
32688,p
57064,e
38355,p
33770,e
7632,p
45540,e
57289,p
45645,e
34591,p
19897,p
43326,p
20596,e
5115,e
9518,e
11150,p
27220,p
20454,e
9630,p
38546,p
29197,p
60132,p
17130,p
59831,p
41872,p
2543,e
31085,e
24729,e
36026,e
40587,p
50563,e
25021,e
41985,p
9229,e
6187,p
34430,p
49948,p
53679,p
58922,p
19091,p
46987,p
44863,p
32409,p
28070,p
38467,p
48066,p
35578,p
31951,p
12954,p
47208,p
22161,e
33980,p
18682,p
19625,p
4128,p
54100,p
51404,e
39843,p
38150,p
7961,p
33149,p
37626,p
47667,p
3352,e
18211,e
11314,e
58498,e
10008,p
58568,e
12175,p
60795,p
55112,e
17833,e
51196,e
27000,e
41952,p
12134,p
16116,e
38955,p
3143,e
8912,p
54265,p
28535,p
34428,p
20482,e
24933,e
45198,e
3920,p
23635,p
30366,e
20890,p
60911,p
51916,e
54279,p
33742,e
14889,e
50965,p
4691,e
45883,e
31620,e
31388,e
61022,p
58877,p
14760,e
2538,e
41796,p
39679,p
1292,e
12845,p
961,p
32202,p
52265,e
31837,p
29365,p
13676,p
32807,p
38357,p
19411,p
30302,p
54252,p
56525,p
21752,e
47552,p
1163,e
50364,p
19331,p
43247,p
5909,e
51554,e
38335,p
60784,p
39307,p
27807,p
49847,p
52837,e
34804,p
17923,e
20566,e
11877,e
16339,e
2546,e
48829,e
37080,p
51206,e
55502,e
4832,e
58707,p
45151,p
58840,p
14828,e
16144,e
39370,p
35089,e
39330,p
45308,e
56996,e
50717,e
15943,e
54064,p
17719,e
51862,e
16118,e
23580,p
40716,p
46446,e
26460,e
14682,e
50387,p
33107,p
22760,p
24272,e
47792,p
50473,p
11604,e
51822,e
5264,e
52468,e
33622,e
48827,e
37747,p
21447,e
9499,e
5603,e
2855,e
1275,e
60210,p
47872,p
23026,p
55219,e
20540,e
21901,e
34588,p
30564,e
42300,e
4184,p
27108,e
8819,e
27563,p
22702,p
4425,e
24979,e
46574,e
7566,p
43267,p
16858,e
1063,e
48305,p
15388,e
6086,p
29771,e
2357,p
14617,e
11547,e
56776,p
24995,e
39423,p
49323,e
60699,e
249,p
994,p
57616,p
51955,e
19315,p
31155,e
47005,p
39902,p
12091,p
35446,p
11048,p
57931,p
29238,p
19873,p
51814,e
39887,p
22424,e
43105,p
2393,p
28419,p
4945,e
26297,e
29206,p
27532,p
39478,p
17148,p
38899,p
35531,p
2683,e
28233,p
21887,e
48447,e
35694,p
52150,e
35219,e
47388,p
48407,e
51547,e
47948,p
60352,p
31380,e
52875,e
13483,p
38693,p
39852,p
24149,e
38981,p
17412,e
44723,p
23473,p
23723,p
59192,p
9004,p
5255,e
25793,p
27192,p
28538,p
38534,p
14899,e
12303,p
7836,p
7191,p
10315,e
26169,e
33704,e
46309,e
12744,p
19477,p
20172,e
25107,e
4342,e
34125,p
59410,p
61021,p
11911,e
30060,p
26698,p
44292,p
34371,p
27988,p
31375,e
19538,p
20112,p
4790,e
30955,p
7103,p
32196,p
39760,p
12680,e
47229,p
1098,e
26077,p
34282,p
45350,e
26588,p
10599,p
36648,p
41805,p
50809,e
56188,p
40858,p
54383,e
18734,e
2974,e
11688,e
57488,p
27218,p
18547,p
15973,e
53727,p
13091,p
3227,e
46670,e
38157,p
47686,p
21129,p
21040,p
13898,p
60432,e
38296,p
26650,p
23221,p
18352,e
14130,e
39937,p
10899,p
12653,e
5946,e
34735,p
27761,p
20314,e
7935,p
5176,e
20677,e
8837,p
10068,p
30414,e
25116,e
22858,p
35592,p
11974,e
32703,p
27234,p
52316,e
3410,e
56917,e
40040,p
57737,p
8721,e
5943,e
16685,e
52556,e
17781,e
25804,p
30333,p
50560,e
31584,e
2105,e
51817,e
39038,p
38129,p
59760,p
31664,e
54467,e
30067,p
23762,p
48947,e
21003,p
33009,p
47759,p
26492,p
55903,e
18954,e
42481,e
16717,e
5840,e
7020,e
8314,p
36669,p
42341,e
35142,e
38819,p
40689,p
19554,p
15266,e
1272,e
21076,p
25981,p
57718,p
32997,p
19953,p
33465,p
42733,e
49938,p
27611,p
30896,p
16420,e
17499,e
12747,p
32696,p
39037,p
11571,e
23911,p
31061,p
49241,e
36540,p
12565,e
23406,p
30448,e
38472,p
53526,p
26576,p
22023,e
5262,e
48324,p
35619,p
15486,e
12673,e
26619,p
42691,e
11978,e
24611,e
41329,p
13140,p
19907,p
20361,e
18705,p
49751,e
37127,p
6510,e
11453,e
7715,p
15721,p
11920,e
60161,p
7675,p
28543,p
54939,e
15224,e
3405,e
55587,e
14963,e
31027,p
46554,e
32588,p
53915,p
9245,e
26651,p
13398,p
44059,e
4865,e
28678,p
45383,e
31408,e
25216,e
12000,e
24781,e
2699,e
20847,p
35575,p
36784,p
53187,e
30657,e
51099,p
56741,p
23603,p
46638,e
26251,e
25638,p
49767,e
52331,e
23148,p
56214,p
35960,p
47313,p
10885,p
34557,p
23314,p
29665,e
35171,e
4109,p
50666,e
17523,e
43405,p
17642,e
12286,p
53346,p
54767,e
6670,e
59429,p
2927,e
7947,p
16463,e
6046,p
58265,e
24483,e
15804,p
56305,p
2153,p
50637,e
11919,e
8377,p
51373,e
60389,e
45819,e
30763,p
14078,p
9089,p
5546,e
44047,e
13537,p
52793,e
41516,p
37425,p
52988,e
49469,e
45073,p
4638,e
59913,p
59508,p
46867,e
53778,p
4256,e
2223,p
37954,p
35963,p
33089,p
12273,p
56173,p
54402,e
60499,e
10751,p
10174,p
42715,e
50310,p
5168,e
9502,e
34212,p
34666,p
44812,p
21473,e
13365,p
33243,p
34549,p
37768,p
52680,e
36490,p
20952,p
14494,e
44944,p
31826,p
5591,e
46412,e
4733,e
2028,e
7959,p
37400,p
57663,p
34505,p
15489,e
49825,p
5043,e
52224,e
53099,e
55013,e
35341,p
41706,p
51662,e
50316,p
49070,e
34961,e
42863,e
50238,p
22159,e
37860,p
4014,p
8308,p
41583,p
24059,e
8113,p
15363,e
47576,p
4719,e
45924,e
25637,p
34923,p
17617,e
50763,e
35612,p
44899,p
51056,p
32380,p
23929,p
49231,e
15310,e
12181,p
22064,e
54876,e
16357,e
48783,e
23048,p
14574,e
53747,p
53174,e
54242,p
32499,p
41577,p
53908,p
16770,e
22560,e
57394,p
43053,e
4680,e
38165,p
24282,e
22001,e
40712,p
13986,p
58814,p
19205,p
38442,p
56934,e
25124,e
43205,p
39331,p
20880,p
51186,e
56099,e
37081,p
48370,e
50871,p
60410,e
51309,e
37433,p
6838,e
37410,p
34786,p
5085,e
20312,e
19164,p
16904,e
47555,p
31190,e
3942,p
43266,p
14830,e
57238,p
44046,e
9804,p
39720,p
51426,e
17737,e
23728,p
44499,p
3460,e
40909,p
36920,p
57341,p
1170,e
11935,e
23014,p
1027,p
23974,p
12195,p
36327,e
43752,e
32357,p
38691,p
11143,p
58221,p
49915,p
217,p
18304,e
47450,p
2492,e
47637,p
40404,p
38650,p
28443,p
6120,p
51384,e
1118,e
30030,p
41953,p
39627,p
14950,e
21690,e
32776,p
1128,e
18095,e
20600,e
47131,p
53591,p
60312,p
3225,e
60555,e
28654,p
47604,p
14114,p
48726,e
26453,e
30942,p
55680,e
30072,p
35752,p
23172,p
15546,p
40701,p
34072,p
33990,p
6371,e
4191,p
625,p
4252,e
56662,p
5741,e
47168,p
12611,e
39291,p
59821,p
46352,e
14817,e
14791,e
41036,p
4931,e
55405,e
33748,e
25165,e
49330,e
33817,e
40891,p
17145,p
8926,p
6648,e
58945,p
17094,p
46568,e
26255,e
1008,p
2395,p
52379,e
22761,p
12465,e
28540,p
49703,e
58335,e
19353,p
18532,p
22565,e
56057,e
38711,p
6892,e
7671,p
48593,e
21977,e
47549,p
20530,e
52071,e
32153,p
58802,p
48409,e
2748,e
28757,p
9291,e
45969,e
35977,p
22044,e
8412,p
56743,p
25813,p
16222,e
56390,p
38669,p
39289,p
57409,p
35816,p
18279,e
48873,e
12214,p
34071,p
34252,p
4728,e
48219,p
42113,e
34034,p
53300,e
44466,p
16246,e
50123,p
8227,p
20216,e
33935,p
5615,e
35684,p
54275,p
11902,e
57901,p
7016,e
43908,e
13996,p
13261,p
14591,e
29897,e
24352,e
21517,e
8919,p
16761,e
43083,p
29182,p
3296,e
24947,e
37807,p
35421,p
24328,e
25015,e
10603,p
37434,p
58523,e
20942,p
18662,p
30629,e
52754,e
54968,e
20364,e
53424,p
27968,p
57438,p
45869,e
32887,p
50410,p
12391,e
44035,e
36868,p
61060,p
51305,e
39659,p
1442,p
5625,e
55035,e
12021,p
51049,p
18280,e
14865,e
56103,e
5992,e
37785,p
32062,p
4017,p
34214,p
22734,p
28618,p
51117,p
29350,p
14748,e
8866,p
30525,e
40485,p
38372,p
41679,p
53997,p
45579,e
19258,p
59672,p
31741,e
45559,e
25391,e
19308,p
3699,p
55665,e
54531,e
58385,e
8567,e
305,p
7973,p
5887,e
43313,p
5944,e
44186,p
18393,p
30688,e
39180,p
14579,e
801,p
105,p
26420,e
43939,e
9951,p
52438,e
4705,e
54151,p
26522,p
29100,p
17345,e
17903,e
35659,p
31054,p
33339,p
59582,p
11492,e
29222,p
36398,p
29770,e
13856,p
13671,p
24408,e
4167,p
52530,e
12293,p
59027,p
16055,e
3221,e
54575,e
6028,p
58133,p
25830,p
6832,e
11293,p
42478,e
15681,p
53726,p
44399,p
49364,e
41132,p
6351,p
2304,p
11586,e
51356,e
7956,p
24084,e
14729,e
17308,e
29374,p
6803,e
39730,p
59225,p
2954,e
19156,p
55584,e
38153,p
55620,e
40734,p
20300,e
52191,e
41316,p
13492,p
10376,e
8882,p
6293,p
27320,p
18591,p
45705,e
57499,p
59234,p
3842,p
45644,e
60600,e
55045,e
18170,e
46709,e
58777,p
29520,p
2519,e
35900,p
1951,e
10025,p
59092,p
38726,p
